benchmark,dataset,strategy,threads,min_ms,median_ms,mean_ms,std_ms,gflops,speedup,efficiency,verified
jacobi2d,EXTRALARGE,sequential,16,24246.003,24649.634,24615.247,133.632,1.61,1.00,100.0,PASS
jacobi2d,EXTRALARGE,threads,16,8338.243,13699.128,13271.590,2869.022,4.69,2.91,18.2,PASS
jacobi2d,EXTRALARGE,tiled,16,12451.019,19097.280,17885.849,4211.490,3.14,1.95,12.2,PASS
jacobi2d,EXTRALARGE,redblack,16,18090.829,27591.440,27346.461,5399.540,2.16,1.34,8.4,PASS
