benchmark,dataset,strategy,threads,min_ms,median_ms,mean_ms,std_ms,gflops,speedup,efficiency,verified
nussinov,EXTRALARGE,sequential,16,88879.320,89355.366,89277.380,227.447,0.31,1.00,100.0,PASS
nussinov,EXTRALARGE,simd,16,100638.954,101210.369,101045.830,280.199,0.28,0.88,88.3,PASS
nussinov,EXTRALARGE,wavefront,16,19999.260,22424.074,22235.777,1681.452,1.39,4.44,27.8,PASS
nussinov,EXTRALARGE,tiled,16,21146.215,23149.693,22871.316,1236.440,1.31,4.20,26.3,PASS
