benchmark,dataset,strategy,threads,min_ms,median_ms,mean_ms,std_ms,gflops,speedup,efficiency,verified
3mm,EXTRALARGE,sequential,16,58644.843,58922.995,58901.254,109.175,0.74,1.00,100.0,PASS
3mm,EXTRALARGE,threads_static,16,3906.607,3955.771,3965.399,48.314,11.06,15.01,93.8,PASS
3mm,EXTRALARGE,threads_dynamic,16,3892.265,3971.041,3964.734,27.551,11.10,15.07,94.2,PASS
3mm,EXTRALARGE,tiled,16,2709.886,2716.235,2716.176,3.760,15.94,21.64,135.3,PASS
3mm,EXTRALARGE,blas,16,985.766,987.853,989.451,5.016,43.82,59.49,5949.2,PASS
3mm,EXTRALARGE,tasks,16,3968.678,4076.850,4077.853,53.448,10.89,14.78,92.4,PASS
