benchmark,dataset,strategy,threads,min_ms,median_ms,mean_ms,std_ms,gflops,speedup,efficiency,verified
nussinov,LARGE,sequential,2,3040.333,3369.460,3398.029,181.007,0.86,1.00,100.0,PASS
nussinov,LARGE,simd,2,3715.653,3933.124,3998.025,203.540,0.70,0.82,81.8,PASS
nussinov,LARGE,wavefront,2,2263.038,2452.802,2445.611,115.904,1.15,1.34,67.2,PASS
nussinov,LARGE,tiled,2,2263.662,2454.190,2474.217,158.053,1.15,1.34,67.2,PASS
