benchmark,dataset,strategy,threads,min_ms,median_ms,mean_ms,std_ms,gflops,speedup,efficiency,verified
2mm,EXTRALARGE,sequential,16,36289.521,36456.579,36438.175,159.316,0.73,1.00,100.0,PASS
2mm,EXTRALARGE,threads_static,16,3243.158,3300.095,3297.701,39.757,8.17,11.19,69.9,PASS
2mm,EXTRALARGE,threads_dynamic,16,3266.764,3345.266,3334.075,54.186,8.11,11.11,69.4,PASS
2mm,EXTRALARGE,tiled,16,1981.595,1982.884,1983.137,1.509,13.37,18.31,114.5,PASS
2mm,EXTRALARGE,blas,16,615.857,616.510,616.434,0.340,43.03,58.93,5892.5,PASS
2mm,EXTRALARGE,tasks,16,3298.804,3312.797,3315.929,20.469,8.03,11.00,68.8,PASS
